Id,Label,timeset,Gender,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,modularity_class
667,North Berwick Priory,,I,17,0,17,25,0,25,73
710,"Mary, Blessed Virgin",,F,135,0,135,196,0,196,69
1370,Robert de Aubein,,M,2,0,2,2,0,2,71
1350,"Nicholas, son of Eilaf, king's baker",,M,1,0,1,1,0,1,68
1115,Inchaffray Abbey,,I,42,0,42,97,0,97,67
216,Coupar Angus Abbey (fd.1164),,I,67,0,67,112,0,112,74
1353,"Andrew, son of Uvieth",,M,1,0,1,1,0,1,68
1349,"John, the hermit (12C)",,M,1,0,1,1,0,1,68
1253,Burgesses of Ayr,,M,3,0,3,6,0,6,71
334,"William, son of Freskin, lord of Duffus (William I Freskin)",,M,2,0,2,2,0,2,68
1207,"Emma, maternal aunt of William of Gullane",,F,1,0,1,2,0,2,68
1205,"Nicholas, brother of William of Gullane",,M,1,0,1,2,0,2,68
1251,Bishops of Brechin,,M,1,0,1,1,0,1,68
1250,celi De of Brechin,,I,1,0,1,1,0,1,68
120,"Orm, son of Aed (Hugo), son of Gillemichel",,M,1,0,1,3,0,3,68
1256,"Thomas, priest, persona of Inverness",,M,1,0,1,1,0,1,68
726,Missenden Abbey,,I,2,0,2,2,0,2,68
1236,"Robert, chaplain of Countess Ada",,M,1,0,1,1,0,1,68
1237,"Matthew, son of Robert, king's chaplain",,M,1,0,1,1,0,1,68
846,Saint Thomas the Martyr,,M,3,0,3,4,0,4,68
250,Cambuskenneth Abbey (fd.c.1140),,I,38,0,38,65,0,65,68
1286,Ralph Graham,,M,1,0,1,2,0,2,68
1278,Lesmahagow Priory,,I,9,0,9,11,0,11,66
1255,"Church of St Mary, Inverness",,I,1,0,1,1,0,1,68
1270,Walter de la Carneille,,M,1,0,1,1,0,1,68
7266,"Gilchrist (II), son of Earl Gilbert of Strathearn",,M,2,0,2,2,0,2,71
1097,Burgesses of Inverness,,M,2,0,2,4,0,4,68
1275,Gilbert of Cathcart,,M,1,0,1,1,0,1,68
1260,John Waleram,,M,1,0,1,1,0,1,68
1470,Burgesses of Rutherglen,,M,1,0,1,1,0,1,68
1101,Kinloss Abbey (fd.1150),,I,13,0,13,16,0,16,69
1415,Haddington Priory,,I,3,0,3,4,0,4,73
186,Glasgow Cathedral,,I,35,0,35,64,0,64,66
914,Saint Kentigern,,M,24,0,24,43,0,43,66
8030,"Bertram Seton, son of Alexander Seton",,M,1,0,1,1,0,1,68
1103,William de Vescy (I) (d.1183),,M,1,0,1,1,0,1,68
138,Jedburgh Abbey (fd.c.1138),,I,16,0,16,21,0,21,73
1214,"Hospital of St Peter, York",,I,10,0,10,11,0,11,75
1487,Burgesses of Inverkeithing,,M,3,0,3,5,0,5,71
1098,Burgesses of Moray,,M,1,0,1,4,0,4,68
1351,Eilaf (father of Nicholas the baker),,M,1,0,1,1,0,1,68
1169,Burgesses of Aberdeen,,M,3,0,3,4,0,4,68
773,"Henry, master, persona of Inverkeilor (fl.1173x99)",,M,2,0,2,2,0,2,68
820,"Hugh of Roxburgh, bishop-elect of Glasgow (d.1199)",,M,1,0,1,1,0,1,68
1042,Philip of Seton,,M,1,0,1,1,0,1,68
1140,"James of Perth, son of Simon of Inchyra",,M,2,0,2,2,0,2,68
1442,"Walkelin, king's brewer",,M,1,0,1,1,0,1,68
1385,"William, helmet-maker",,M,1,0,1,1,0,1,68
1354,"Orm of Ashkirk, son of Acwulf",,M,1,0,1,1,0,1,68
1421,Church of Lanark,,I,1,0,1,1,0,1,68
1061,Hospital of St Nicholas (in St Andrews),,I,3,0,3,5,0,5,68
691,"St Andrews Priory, Northampton",,I,6,0,6,6,0,6,9
847,William de Montfort,,M,1,0,1,1,0,1,68
1007,Restenneth Priory,,I,1,0,1,1,0,1,68
959,Brotherhood (Fraternity) of Glasgow,,I,1,0,1,1,0,1,68
1022,"Odo of Kinninmonth, steward, marischal (d.c.1195)",,M,4,0,4,5,0,5,73
1010,"Agatha, wife of Humphrey Barclay",,F,1,0,1,1,0,1,68
474,"Guy, abbot of Lindores (d.1219)",,M,2,0,2,2,0,2,77
2498,William of Tottenhall,,M,2,0,2,2,0,2,68
1026,Hugh of Benholm,,M,2,0,2,2,0,2,69
962,"Robert III, abbot of Scone (1186-98)",,M,1,0,1,1,0,1,68
822,"William, prior of May (fl.1166x71)",,M,1,0,1,2,0,2,68
890,Church of St Mary's Isle (KCB),,I,1,0,1,1,0,1,68
879,"Robert, son of Henry, butler (FIF)",,M,1,0,1,1,0,1,68
838,Elgin Cathedral,,I,8,0,8,15,0,15,69
897,MacDuff (1230s),,M,1,0,1,1,0,1,68
927,"Jordan, son of William, son of Nigel",,M,1,0,1,1,0,1,68
919,"Nar, man of abbot of Scone",,M,1,0,1,1,0,1,68
630,"Church of St John, Roxburgh",,I,3,0,3,3,0,3,73
898,Ralph Frebern,,M,2,0,2,2,0,2,68
921,"James, son of Lambin of Loudoun",,M,3,0,3,3,0,3,71
1167,"Hugh, son of Hugh of Benholm",,M,1,0,1,1,0,1,68
1160,Unknown deacon and subdeacon of Glasgow Cathedral,,M,2,0,2,2,0,2,71
1151,"Robert, son of Machus son of Undweyn",,M,1,0,1,1,0,1,68
1158,"Humphrey the young, son of Theobald de Addeville",,M,1,0,1,1,0,1,68
1210,Sons of Edward of Oldcambus,,M,1,0,1,1,0,1,68
734,Guisborough Priory,,I,6,0,6,7,0,7,67
1211,Grieves of Inverkeithing,,M,2,0,2,2,0,2,71
1100,"Alexander Seton, son of Philip of Seton",,M,1,0,1,1,0,1,68
1067,"William, son of Alexander",,M,2,0,2,2,0,2,68
14651,"Gregory Melville (I), son of Geoffrey (I)",,M,1,0,1,2,0,2,68
1096,"Geoffrey Blund, burgess of Inverness",,M,1,0,1,1,0,1,68
1081,"Henry, son of Gregory the clerk",,M,1,0,1,1,0,1,68
1120,Manuel Priory,,I,3,0,3,5,0,5,71
832,William de Valognes (d.1219),,M,1,0,1,1,0,1,68
1116,"Walter Scott, the younger",,M,1,0,1,1,0,1,68
1114,"William, son of Robert, son of Henry the butler (FIF)",,M,1,0,1,1,0,1,68
582,Saint Cuthbert,,M,50,0,50,75,0,75,3
2488,"Michael, clerk of Bishop Matthew of Aberdeen",,M,1,0,1,2,0,2,73
2541,"Hospital of St Peter, Aberdeen",,I,1,0,1,1,0,1,73
10751,Church of St Mo-ChonÄŹĹĽËťc of Inverkeilor,,I,1,0,1,1,0,1,68
15804,"William, son of Richard",,M,1,0,1,1,0,1,68
8411,"Richard of Balwearie, knight",,M,2,0,2,2,0,2,73
4929,"Adam of Blair, knight (mid13C)",,M,1,0,1,1,0,1,73
9250,Pain of Hedley (12C),,M,1,0,1,1,0,1,68
13964,"Roger de Argenten, master",,M,1,0,1,1,0,1,68
15770,"Sybil, wife of Robert de Stuteville, daughter of Philip de Valognes",,F,1,0,1,1,0,1,74
15769,Robert de Stuteville (early 13C),,M,1,0,1,1,0,1,74
210,Deer Abbey (Cist.),,I,3,0,3,4,0,4,73
5584,Robert of the Wardrobe,,M,1,0,1,1,0,1,73
6257,"Cospatric, son of Matad(in)",,M,1,0,1,1,0,1,73
5821,"John, son of Geoffrey",,M,1,0,1,1,0,1,73
3279,"Merleswain of Ardross, lord of Innergellie",,M,2,0,2,2,0,2,73
3449,"Christian de l'Isle, sheriff of Perth",,M,8,0,8,8,0,8,67
14565,"Thomas, clerk, nepos of William Maule (12C)",,M,2,0,2,2,0,2,72
2822,Church of Rattray,,I,2,0,2,2,0,2,74
3002,"William, son of Lambin",,M,2,0,2,2,0,2,71
4105,Church of Linlithgow,,I,2,0,2,3,0,3,66
703,"Church of St Mary, Haddington",,I,2,0,2,3,0,3,73
4047,Monymusk Priory,,I,12,0,12,16,0,16,68
3897,"Church of St Andrew, Gullane",,I,4,0,4,6,0,6,69
208,Hospital of Soutra,,I,33,0,33,43,0,43,70
3546,"Richard de Thouny, clerk of Bishop Malveisin",,M,1,0,1,1,0,1,68
1957,Balmerino Abbey (fd.1229),,I,21,0,21,35,0,35,71
4011,Church of Kettins,,I,1,0,1,1,0,1,68
3999,"Unknown, vicar of Innerwick",,M,1,0,1,1,0,1,68
4000,"Unknown, vicar of Legerwood",,M,1,0,1,1,0,1,68
15672,"Reginald, chaplain (WLO)",,M,1,0,1,1,0,1,68
5048,Hospital of St Mary of Loch Leven,,I,2,0,2,3,0,3,69
15688,"Priory of Christ Church, Canterbury ",,I,2,0,2,2,0,2,92
2409,Hospital of St Edward of Berwick,,I,2,0,2,2,0,2,69
4671,Church of Roxburgh Castle,,I,1,0,1,1,0,1,71
1038,Bishops of Moray,,M,3,0,3,6,0,6,71
4663,Chapel of St Nicholas of Boharm,,I,1,0,1,1,0,1,71
4662,"Adam, son of Constantine of Lochore",,M,1,0,1,1,0,1,71
4645,Ivo of Kirkpatrick,,M,2,0,2,2,0,2,71
4653,Gillanders MacLeod,,M,1,0,1,2,0,2,71
4644,"Absalom, son of Macbeth (Buchanan)",,M,2,0,2,2,0,2,66
122,Hospital of St John of Jerusalem,,I,3,0,3,3,0,3,73
4690,"Malcolm, thane of Callendar (mid 13C)",,M,3,0,3,6,0,6,71
60,"Patrick, son of William, son of Orm (Abernethy) (fl.1230s-40s)",,M,1,0,1,2,0,2,71
4679,"Walter, messenger of Queen Ermengarde",,M,1,0,1,1,0,1,71
61,Sixhills Priory (Lincs),,I,3,0,3,5,0,5,71
4328,Beauly Priory,,I,7,0,7,10,0,10,69
4613,"Unknown, keeper of bridge of Spey",,M,1,0,1,1,0,1,71
476,"Harald, bishop of Argyll (d.1228x32)",,M,1,0,1,1,0,1,71
4628,Dalmilling Priory,,I,2,0,2,5,0,5,71
4635,Chapel of St Catherine Orbiston,,I,1,0,1,1,0,1,71
4506,Saint Abbe,,F,22,0,22,29,0,29,3
4633,Saint Edward,,M,1,0,1,2,0,2,71
4478,Burgesses of Dumbarton,,M,1,0,1,6,0,6,71
4599,"Congal, son of Duncan, son of Malise",,M,1,0,1,1,0,1,71
22707,"Hugh Fleming, son of Simon son of Bertolf",,M,2,0,2,2,0,2,66
4707,Richard Murray (1230s),,M,1,0,1,1,0,1,71
2222,Order of the Temple of Solomon of Jerusalem,,I,2,0,2,3,0,3,71
4123,Pluscarden Priory,,I,2,0,2,13,0,13,71
2402,Burgesses of Lanark,,M,2,0,2,2,0,2,67
5030,"Margaret of Leny, daughter of Gillespie of Leny",,F,1,0,1,1,0,1,71
5029,Alan of Leny,,M,1,0,1,1,0,1,71
4736,"Gillespie, son of Gilchrist",,M,1,0,1,1,0,1,71
4708,Hospital of Elgin,,I,1,0,1,1,0,1,71
722,Saint John the Evangelist,,M,5,0,5,7,0,7,69
4547,Culross Abbey,,I,4,0,4,7,0,7,71
247,Saint Andrew,,M,10,0,10,15,0,15,73
3460,Sacristy of Scone Abbey,,I,2,0,2,2,0,2,71
3997,"Richard Murray, brother of Gilbert, bishop of Caithness",,M,1,0,1,2,0,2,71
4720,Unknown neyfs and servi of bishops of Glasgow,,M,1,0,1,1,0,1,71
1179,Bishops of Glasgow,,M,3,0,3,4,0,4,1
4440,Anselm of Camelon,,M,1,0,1,1,0,1,71
3805,"Robert de Wauchope, knight",,M,1,0,1,1,0,1,71
4423,Joan Chamberlain (Chalmers),,F,1,0,1,1,0,1,71
4494,Ralph de Hauville,,M,1,0,1,1,0,1,71
1855,"Joan, queen of Scots (d.1238)",,F,1,0,1,1,0,1,71
4394,"Geoffrey of Farsley, knight",,M,1,0,1,2,0,2,71
4422,Richard Chamberlain (Chalmers),,M,1,0,1,1,0,1,71
2082,"Roger, abbot of Newbattle (d.1256)",,M,1,0,1,1,0,1,71
4386,Bishopric of Argyll,,I,1,0,1,1,0,1,71
4382,"Roger (III) Bigod, earl of Norfolk (d.1270)",,M,1,0,1,1,0,1,71
55,"Richard Revel, lord of Coultra (d.1215x25)",,M,1,0,1,2,0,2,71
4417,Bernard of Cargill,,M,1,0,1,1,0,1,71
1974,Archibald Douglas,,M,2,0,2,2,0,2,73
4409,"Norrin, son of Norman",,M,1,0,1,1,0,1,71
4407,Burgh of Dumbarton,,M,1,0,1,1,0,1,71
2113,Matthew of Moncreiffe,,M,6,0,6,7,0,7,74
1891,"Thomas, son of William, knight (13C)",,M,1,0,1,1,0,1,71
4553,Gregory of Cambusmichael,,M,1,0,1,1,0,1,71
4572,"Rory (Roderic), son of Gilchrist",,M,1,0,1,1,0,1,71
1011,"Walter, son of John, son of Berewald Fleming",,M,1,0,1,1,0,1,71
4554,"Robert, abbot of Scone (IV or V)",,M,1,0,1,1,0,1,71
4544,"Robert, heir of John, son of Theobald",,M,1,0,1,1,0,1,71
2352,Friars Preachers of Perth,,I,1,0,1,1,0,1,71
4604,Burgesses of Dingwall,,M,1,0,1,1,0,1,71
4602,Friars Preachers of Edinburgh,,I,1,0,1,1,0,1,71
4257,Saint Nicholas,,M,6,0,6,6,0,6,69
4597,Burgesses of Stirling,,M,1,0,1,2,0,2,71
4591,"Simon Fleming, son of Simon, son of Bertolf",,M,1,0,1,1,0,1,71
4590,"Cairell, son of Malcolm, judex (ANG/ KCD)",,M,1,0,1,1,0,1,71
4588,"Hugh Crawford, knight (1220s)",,M,2,0,2,4,0,4,71
4543,"John, son of Theobald",,M,1,0,1,1,0,1,71
4490,"Geoffrey, porter of Melrose Abbey",,M,1,0,1,1,0,1,71
4523,"Richard, prior of Coldingham (d.c.1248)",,M,9,0,9,9,0,9,3
4528,Richard Murray (in Clydesdale),,M,1,0,1,1,0,1,71
4510,Jordan of Corra,,M,1,0,1,1,0,1,71
4517,"Ivo, cook, son of Nigel the cook (king's cook)",,M,1,0,1,2,0,2,71
7861,"Archibald, son of Michael Fleming",,M,1,0,1,1,0,1,71
3376,Saint Serf,,M,4,0,4,4,0,4,66
4018,"Unknown, vicar of Dundee",,M,1,0,1,1,0,1,68
15270,"John, chaplain of Inchmartine",,M,1,0,1,1,0,1,74
10451,"John Kinman, steward, son of Rugeram",,M,2,0,2,2,0,2,67
91,"Geoffrey, abbot of Dunfermline (d.1178)",,M,1,0,1,1,0,1,73
316,"Church of St John the Baptist, Perth",,I,1,0,1,1,0,1,73
333,Berewald Fleming,,M,1,0,1,1,0,1,73
347,celi De of St Andrews,,I,1,0,1,1,0,1,73
106,"Alured, abbot of Cambuskenneth (fl.1152x53-1172x78)",,M,1,0,1,1,0,1,73
711,Wardon Abbey,,I,2,0,2,2,0,2,66
697,Whitby Abbey (St Hilda),,I,6,0,6,7,0,7,9
392,Monks of Rhynd,,M,1,0,1,1,0,1,73
213,"Baldwin, lorimer of Perth",,M,2,0,2,2,0,2,73
375,Burgesses of St Andrews,,M,3,0,3,4,0,4,73
1713,Tiron Abbey,,I,3,0,3,4,0,4,73
88,"William, abbot of Holyrood (I) (d.1172)",,M,1,0,1,2,0,2,73
288,"Richard of Stirling, chaplain (TRM)",,M,1,0,1,1,0,1,73
234,"Robert II, abbot of Scone (d.1186)",,M,2,0,2,8,0,8,73
107,"Osbert, abbot of Jedburgh (d.1174)",,M,1,0,1,1,0,1,73
279,"Unknown, prior of Paisley",,M,1,0,1,1,0,1,73
1717,"Philip of Lundin, the chamberlain",,M,1,0,1,1,0,1,73
253,"Robert, prior of St Andrews (d.1160)",,M,4,0,4,7,0,7,73
22722,Harrold Priory,,M,1,0,1,1,0,1,73
3586,Church of Clockston,,I,1,0,1,1,0,1,71
12954,Unknown infirm of Richard de Moreville at 'Bune',,M,1,0,1,1,0,1,71
5377,Patrick Scott (brother of John Scott of Reston),,M,1,0,1,1,0,1,3
12949,"Aelsi, son of Winter, sheriff (father of Alan)",,M,1,0,1,1,0,1,9
4782,Lambin Asa,,M,1,0,1,1,0,1,73
3009,"Church of St Cuthbert, Ednam",,I,1,0,1,1,0,1,73
4788,Theobald Fleming,,M,1,0,1,1,0,1,73
4822,"Waltheof, son of Bodin",,M,1,0,1,2,0,2,69
4824,Gilla Mo Fhecu,,M,1,0,1,1,0,1,69
811,"Reginald, abbot of Arbroath  (d.1179)",,M,1,0,1,1,0,1,69
4846,"Laurence, son of Edmund of Edinburgh",,M,1,0,1,1,0,1,69
4844,"Osbern, man of Kelso Abbey",,M,1,0,1,1,0,1,69
4130,Arrouaise Abbey,,I,1,0,1,1,0,1,73
132,Beatrice de Beauchamp,,F,1,0,1,1,0,1,73
528,Eustace fitz John (d.1157),,M,1,0,1,2,0,2,73
1751,"William, son of Aelfric",,M,1,0,1,1,0,1,73
1753,Tynemouth Priory,,I,1,0,1,1,0,1,73
1754,Saint Oswin,,M,1,0,1,1,0,1,73
652,Arnulf of Morwick/Swinton,,M,2,0,2,3,0,3,73
1457,Furness Abbey,,I,10,0,10,13,0,13,9
14433,Hospital of Lauder,,I,1,0,1,1,0,1,71
15077,"Eadwulf, son of Uhtred",,M,2,0,2,2,0,2,71
6820,Saint Leonard,,M,5,0,5,5,0,5,71
6498,Henry Sinclair (early 13C),,M,1,0,1,2,0,2,71
15536,"St James Abbey, Northampton",,I,1,0,1,1,0,1,71
2254,Coldstream Priory,,I,37,0,37,65,0,65,72
3787,"Richard, chaplain of Alan of Galloway",,M,2,0,2,2,0,2,9
701,"Church of St Cuthbert, Edinburgh",,I,1,0,1,1,0,1,73
1673,Selkirk Abbey,,I,1,0,1,1,0,1,73
133,"Nicholas of Roxburgh, chancellor (d.1171?)",,M,1,0,1,2,0,2,73
457,"Geoffrey, abbot of Dunfermline (d.1154)",,M,1,0,1,3,0,3,73
549,Urquhart Priory,,I,1,0,1,2,0,2,73
437,Robert Bruce I (d.1142),,M,1,0,1,1,0,1,73
151,Walter Ryedale (d.1156),,M,1,0,1,1,0,1,73
4256,"Hospital of St Nicholas, Boat o'Brig",,I,6,0,6,7,0,7,69
875,"Hervey, marischal (Keith)",,M,1,0,1,1,0,1,73
3165,Church of Dunbar,,I,1,0,1,1,0,1,73
13026,Hospital of Kelso,,I,1,0,1,1,0,1,9
2686,Churches of Roxburgh,,I,1,0,1,1,0,1,72
926,"Elias of Partick, clerk, canon (son of Fulbert)",,M,1,0,1,1,0,1,72
1853,Henry Boyle (de Boiville),,M,1,0,1,1,0,1,67
1887,David de Audri,,M,1,0,1,1,0,1,67
1794,Simon of Billingham,,M,1,0,1,1,0,1,67
1788,Robert of Billingham,,M,1,0,1,1,0,1,67
1796,"Malcolm (of Leslie), son of Bertolf (d.c.1200)",,M,1,0,1,1,0,1,67
1808,Robert Furmage,,M,1,0,1,1,0,1,67
7944,Church of Dunipace,,I,1,0,1,1,0,1,72
2921,"Church of St Laurence, Berwick",,I,1,0,1,1,0,1,73
739,Walter of Stirling,,M,1,0,1,1,0,1,73
2945,"Mainard Fleming, grieve of St Andrews",,M,1,0,1,2,0,2,73
1912,Inchcolm Abbey,,I,19,0,19,20,0,20,73
7964,"Hugh, son of Ingebald ",,M,1,0,1,1,0,1,75
1723,"Everard, abbot of Holm Cultram (d.1192)",,M,2,0,2,2,0,2,75
1434,Ivo of Crosbie,,M,1,0,1,1,0,1,75
1599,Saint Michael,,M,4,0,4,4,0,4,69
8492,celi De of Monymusk,,M,1,0,1,1,0,1,68
146,Saint Columba,,M,3,0,3,4,0,4,74
8742,"William of Mercheley, monk of Merchingley",,M,2,0,2,3,0,3,69
9412,Adam of Edington,,M,2,0,2,2,0,2,0
12080,"Oddger of Tyas ",,M,2,0,2,2,0,2,73
12524,"William, nepos of Arnold the prior ",,M,2,0,2,2,0,2,73
7899,"Ralph, son of Godwin",,M,2,0,2,4,0,4,73
12581,"William of Mitford, vicar of Oldcambus",,M,2,0,2,2,0,2,0
13872,Church of St Giles of Binny,,I,1,0,1,1,0,1,9
6839,"Richard, son of Truite",,M,1,0,1,1,0,1,68
1611,Residents of Island(shire) and Norham,,M/F,1,0,1,1,0,1,3
1614,Men of Coldingham,,M,1,0,1,1,0,1,3
849,"Alan, son of Simon, son of Michael (Kinninmonth)",,M,1,0,1,1,0,1,68
1602,Saint John,,M,7,0,7,8,0,8,69
15427,Church of Bara,,I,1,0,1,1,0,1,73
1949,Roger Frebern,,M,1,0,1,1,0,1,68
6503,Alan of Clapham,,M,3,0,3,6,0,6,71
4557,"William of Hartside, sheriff of Lanark",,M,1,0,1,1,0,1,71
1647,St Bees Priory,,I,10,0,10,10,0,10,75
1648,Saint Bee,,F,3,0,3,3,0,3,75
13592,Church of Lessudden,,I,2,0,2,2,0,2,9
8558,"Patrick, chaplain of Dunbar",,M,1,0,1,1,0,1,73
2388,"William of Swinburne, treasurer, baillie",,M,2,0,2,3,0,3,67
2001,"Patrick Graham, knight (d.1296)",,M,9,0,9,12,0,12,66
2369,"John of Swinburne, knight (d.c.1313)",,M,1,0,1,2,0,2,67
2358,"Walter Edgar, son of Patrick Edgar",,M,2,0,2,3,0,3,1
2338,"Roland of Carrick, knight",,M,2,0,2,2,0,2,66
2343,Burgesses of Kinghorn,,M,1,0,1,1,0,1,67
2335,"William of Badby, constable of Berwick",,M,2,0,2,2,0,2,67
2300,Houston Hospital,,I,1,0,1,1,0,1,67
2288,Burgesses of Elgin,,M,1,0,1,1,0,1,67
2345,Friars Preachers of Inverness,,I,1,0,1,1,0,1,67
4487,"Unknown, mayor of Berwick",,M,1,0,1,1,0,1,67
1282,Grieves of Berwick,,M,1,0,1,1,0,1,67
4488,Burgh of Berwick,,I,1,0,1,1,0,1,67
2305,"Guy, count of Flanders (d.1305)",,M,1,0,1,1,0,1,67
2109,"Alexander de Montfort, sheriff of Elgin",,M,1,0,1,1,0,1,67
2062,John of Pitcairn,,M,1,0,1,1,0,1,67
2086,"Eve, sister of Mael Domnaig, earl of Lennox",,F,2,0,2,3,0,3,66
2206,William Douglas of Lothian (son of Andrew Douglas),,M,1,0,1,1,0,1,67
2185,"John Sparetunt, burgess of Perth",,M,1,0,1,1,0,1,67
2178,Lindisfarne Priory,,I,2,0,2,2,0,2,73
2177,"Henry, prior of Lindisfarne",,M,1,0,1,1,0,1,67
2262,"Margery, wife of Gilbert of Glencarnie (II)",,F,1,0,1,1,0,1,67
1955,William Sinclair (d.1299x1303),,M,2,0,2,4,0,4,67
1664,Saint Ninian,,M,6,0,6,6,0,6,9
2226,Malcolm of Lamberton,,M,1,0,1,1,0,1,67
2261,"Gilbert or Gilla Brigte of Glencarnie (II), son of Gilbert (I)",,M,1,0,1,2,0,2,67
1338,Men of Dunfermline Abbey,,M,1,0,1,1,0,1,67
6374,"William of Dallas, knight",,M,1,0,1,1,0,1,67
11465,William Hay (III) (son of David),,M,1,0,1,1,0,1,67
2169,"Richard of Straiton, knight",,M,1,0,1,1,0,1,67
7566,Hospitallers (general),,I,2,0,2,2,0,2,69
22746,"Malcolm, son of Malcolm, son of Serlo of Edinburgh",,M,1,0,1,1,0,1,66
13305,Saint Benedict,,M,3,0,3,3,0,3,69
16019,"Robert Crook, knight (12C)",,M,1,0,1,1,0,1,66
3214,Saint James,,M,3,0,3,3,0,3,66
3215,Saint Mirin,,M,2,0,2,2,0,2,66
4878,"William, son of Ingram (son of Edmund, son of Forni)",,M,1,0,1,3,0,3,73
4153,Church of St Ninians (Kirkton),,I,1,0,1,1,0,1,72
3781,Parishioners of Clova,,M/F,1,0,1,1,0,1,72
4181,"Brice, chaplain, vicar of East Calder",,M,1,0,1,1,0,1,72
3774,"Gilbert of Kent, clerk of Bishop David",,M,1,0,1,1,0,1,72
4169,"John, son of John of the Cellar",,M,1,0,1,2,0,2,72
3779,"Unknown, chaplain of Clova",,M,1,0,1,1,0,1,72
15667,Scotlandwell Hospital,,I,2,0,2,3,0,3,72
5988,Dunbar Trinitarian Friary,,I,2,0,2,2,0,2,72
4162,Canons of Glasgow,,M,1,0,1,2,0,2,71
2334,"William of Cadzow, canon of Glasgow",,M,1,0,1,1,0,1,66
5845,Church of St Nicholas of Hume,,I,1,0,1,1,0,1,3
5968,Thomas Papedy,,M,1,0,1,1,0,1,3
6188,"Henry, prior of Coldingham (Sylton or Horncaster?)",,M,1,0,1,1,0,1,72
6010,"Margaret, wife of Geoffrey of Caldcoats",,F,1,0,1,1,0,1,72
6009,Geoffrey of Caldcoats,,M,1,0,1,1,0,1,72
3922,Alexander of Huntingdon,,M,1,0,1,1,0,1,71
6434,"Alan de Ros ",,M,1,0,1,1,0,1,71
3408,Church of St Cuthbert of Channelkirk,,I,5,0,5,6,0,6,9
4027,"Alan Sinclair, knight",,M,1,0,1,1,0,1,75
6682,"Matilda of Windsor, wife of Alan Sinclair",,F,1,0,1,1,0,1,75
3549,"Nicholas of Milton, clerk (fl.1264)",,M,3,0,3,3,0,3,9
3441,"Patrick Dunn, clerk, vicar of Dalmeny",,M,1,0,1,1,0,1,73
3375,Loch Leven Priory,,I,2,0,2,3,0,3,9
2670,Lanercost Priory,,I,5,0,5,5,0,5,77
5137,Dunblane Cathedral,,I,6,0,6,6,0,6,67
6928,"Gilla Tomais, son of Malise the steward",,M,1,0,1,1,0,1,69
5170,"Robert, son of Hugh, son of Spileman",,M,1,0,1,1,0,1,76
3842,"John, prior of Inchaffray (fl.1212x14)",,M,1,0,1,1,0,1,68
7255,"J. [Isaac?], hermit at Inchaffray",,M,1,0,1,1,0,1,68
4847,"Constantine, son of Gilbert",,M,1,0,1,1,0,1,77
4851,"Ralph, serviens of Lesmahagow",,M,1,0,1,1,0,1,77
5248,Brinkburn Priory,,I,5,0,5,5,0,5,77
4853,"David, son of Peter dean of Stobo",,M,2,0,2,2,0,2,77
4070,Church of Bourtie,,I,2,0,2,2,0,2,71
2859,Church of St Michael of Maxwell,,I,1,0,1,1,0,1,68
3904,"Peter Bovenell, clerk",,M,1,0,1,1,0,1,73
5421,"Stephen Bovenell, clerk",,M,1,0,1,1,0,1,73
12540,Humphrey of Raperlaw,,M,1,0,1,1,0,1,73
8251,"Adam of Carlisle, son of Robert",,M,1,0,1,1,0,1,71
6255,"John, son of Uhtred",,M,1,0,1,1,0,1,68
4173,"Hugh Murray, lord of Duffus",,M,1,0,1,1,0,1,68
5410,"Walter of Earlston, clerk",,M,2,0,2,2,0,2,97
4855,"A., son of James",,M,1,0,1,1,0,1,66
4848,"Gilbert, son of Saludes",,M,1,0,1,1,0,1,66
4857,"Richard, son of Solph",,M,1,0,1,1,0,1,66
2869,"Church of St Peter, Duffus",,I,1,0,1,1,0,1,68
2868,"Andrew, persona of Duffus, clerk",,M,1,0,1,1,0,1,68
2598,"Andrew, priest/persona (Brechin)",,M,1,0,1,2,0,2,68
2876,"Patrick, son of William, persona of Abernethy",,M,1,0,1,2,0,2,68
6105,Bishopric of Moray,,I,1,0,1,1,0,1,73
1025,Aberdeen Cathedral,,I,4,0,4,4,0,4,86
4238,"William Murray, canon of Moray (fl.1223x30)",,M,1,0,1,1,0,1,69
4278,"Simon, canon of Moy",,M,1,0,1,1,0,1,69
3871,"Edward Murray, master, canon, bishop's clerk",,M,1,0,1,1,0,1,69
4272,"Hugh of Duffus, canon of Moray and Spynie, master",,M,1,0,1,1,0,1,69
3687,"Robert of Duffus, canon of Dipple and Moray",,M,1,0,1,1,0,1,69
3416,Thomas of Croy,,M,1,0,1,1,0,1,69
4175,"Lambert, succentor of Moray",,M,1,0,1,1,0,1,69
4273,"Duncan, son of Gilla Micheil mac Ath",,M,1,0,1,1,0,1,69
4319,"Henry, master, vicar of Duffus (fl.1238)",,M,1,0,1,1,0,1,69
4236,"Unknown, subdean of Moray (Adam or William)",,M,1,0,1,1,0,1,69
4216,Chapter of Elgin,,I,1,0,1,1,0,1,69
4233,"Unknown, dean of Moray (1223x30)",,M,1,0,1,1,0,1,69
4234,"Unknown, chancellor of Moray (1223x30)",,M,1,0,1,1,0,1,69
3869,"Henry, master, treasurer, chancellor of Moray",,M,1,0,1,1,0,1,69
4235,"Unknown, archdeacon of Moray (1223x30)",,M,1,0,1,1,0,1,69
